Row Labels,Max of BLK,Max of G,Average of FG,Count of Year
Reggie Geary,12,62,39,2
Reggie Hanson,1,8,3,1
Reggie Harding,,78,196.25,4
Reggie Jackson,13,80,286.375,8
Reggie Johnson,60,79,184.7777778,9
Reggie Jordan,9,57,24.75,8
Reggie King,41,82,252,6
Reggie Lewis,105,82,533,6
Reggie Miller*,29,82,457.8333333,18
Reggie Slater,30,78,40.23076923,13
Reggie Smith,6,43,19.5,2
Reggie Theus,35,82,487.9333333,15
Reggie Williams,76,82,172.2916667,24
Renaldo Balkman,44,68,46.75,8
Renaldo Major,0,1,2,1
Rex Chapman,25,75,273.5,14
Rex Morgan,,34,28.5,2
Rex Walters,16,80,59.72727273,11
Rich Eichhorst,,1,1,1
Rich Johnson,,65,66.66666667,3
Rich Jones,11,34,134,1
Rich Kelley,166,82,168.3333333,15
Rich King,5,40,11,4
Rich Laurel,1,10,10,1
Rich Manning,6,29,28.25,4
Rich Niemann,,34,22.5,4
Rich Rinaldi,1,39,53.66666667,3
Rich Yonakor,2,10,14,1
Richard Anderson,28,78,135,8
Richard Coffey,4,52,28,1
Richard Dumas,39,48,144.6666667,3
Richard Hamilton,17,82,426.3571429,14
Richard Jefferson,48,82,296.7222222,18
Richard Morton,0,2,3,1
Richard Petruska,3,22,20,1
Richard Rellford,3,4,5,1
Richard Washington,90,82,226.5,8
Richaun Holmes,55,57,172,2
Richie Frahm,4,54,36.16666667,6
Richie Guerin*,,80,368.3333333,15
Richie Niemiera,,60,73.33333333,3
Richie Regan,,72,233,3
Rick Adelman,8,81,150.4,10
Rick Barry*,58,82,725.2,10
Rick Brunson,7,80,31.73333333,15
Rick Calloway,7,64,75,1
Rick Carlisle,4,77,35.6,5
Rick Fox,52,82,260.1538462,13
Rick Hughes,1,21,35,1
Rick Mahorn,148,82,172.1111111,18
Rick Roberson,55,74,211.8571429,7
Rick Robey,19,82,182,10
Rick Weitzman,,25,12,1
Rick Wilson,8,61,41.5,2
Rickey Brown,29,82,111.5714286,7
Rickey Green,13,81,232.6875,16
Rickey Williams,4,44,56,1
Rickie Winslow,0,7,3,1
Ricky Berry,22,64,255,1
Ricky Blanton,0,2,3,1
Ricky Davis,36,82,298.5625,16
Ricky Grace,0,3,2,1
Ricky Ledo,1,17,17.5,4
Ricky Marsh,19,60,123,1
Ricky Pierce,24,81,309.55,20
Ricky Rubio,11,82,189.5,6
Ricky Sobers,23,82,386.3636364,11
Ricky Wilson,3,24,28.66666667,3
Rik Smits,169,82,441.75,12
Rob Kurz,19,40,51,1
Rob Lock,4,20,9,1
Rob Rose,0,2,0,1
Rob Williams,12,79,250,2
Robbie Hummel,9,53,73,2
Robert Archibald,3,32,4.8,5
Robert Churchwell,0,4,3,1
Robert Covington,69,70,217.75,4
Robert Hahn,,10,4,1
Robert Hawkins,26,52,133.5,4
Robert Hite,2,12,19,1
Robert Horry,109,81,165.3888889,18
Robert Pack,10,77,134.0666667,15
Robert Parish*,217,82,457.8095238,21
Robert Reid,66,82,307.8666667,15
Robert Sacre,47,67,79.5,4
Robert Smith,13,82,49.27272727,11
Robert Swift,56,47,43,4
Robert Traylor,76,74,120.1428571,7
Robert Werdann,4,28,12.33333333,3
Robert Whaley,8,23,23,1
Robin Jones,38,63,75,2
Robin Lopez,139,82,250.7777778,9
Rock Lee,0,2,1,1
Rod Derline,4,58,107.5,2
Rod Foster,9,80,210.3333333,3
Rod Freeman,1,35,39,1
Rod Higgins,65,82,148.3529412,17
Rod Knowles,,8,4,1
Rod Strickland,25,82,264.9130435,23
Rod Thorn,,75,224.5,10
Rodney Buford,12,64,126,5
Rodney Carney,29,70,103,7
Rodney Hood,16,79,278.3333333,3
Rodney McCray,75,82,351.6,10
Rodney McGruder,18,78,190,1
Rodney Monroe,2,38,53,1
Rodney Rogers,61,82,258.5,16
Rodney Stuckey,17,79,290.4,10
Rodney White,32,72,123,6
Rodrick Rhodes,10,58,27.6,5
Rodrigue Beaubois,28,56,125.5,4
Roger Brown,25,43,12.75,4
Roger Burkman,2,6,0,1
Roger Mason,18,82,102.3333333,12
Roger Phegley,15,82,150.8333333,12
Roger Powell,0,3,0,1
Roger Strickland,,1,1,1
Roko Ukic,2,72,68.5,2
Roland West,,4,2,1
Rolando Blackman,37,82,529.7692308,13
Rolando Ferreira,1,12,1,1
Rollen Hans,,67,110.5,2
Rollie Seltz,,34,93,1
Ron Anderson,23,82,234.3571429,14
Ron Baker,8,52,82,1
Ron Behagen,42,81,151.3846154,13
Ron Bonham,,39,83.5,2
Ron Boone,19,82,362.7142857,7
Ron Brewer,79,82,200.6,20
Ron Carter,7,46,34.5,2
Ron Cavenall,42,53,15,2
Ron Crevier,0,3,0,3
Ron Davis,11,64,52.33333333,3
Ron Feiereisel,,10,8,1
Ron Filipek,,19,18,1
Ron Grandison,3,72,15.14285714,7
Ron Harper,84,82,331,17
Ron Horn,,28,14,2
Ron Johnson,,14,8.666666667,3
Ron Knight,,52,105.5,2
Ron Lee,33,82,162.7,10
Ron Livingstone,,63,107.5,4
Ron Mercer,27,80,271.75,12
Ron Moore,0,14,6,3
Ron Reed,,62,204.5,2
Ron Riley,24,77,124.3333333,6
Ron Rowan,0,7,4,1
Ron Shavlik,,7,2,2
Ron Sobie,,71,100.1666667,6
Ron Watts,,27,6,2
Ron Williams,2,82,232.25,8
Ronald Dupree,18,47,27.375,8
Ronald Murray,28,82,160,16
Rondae Hollis-Jefferson,44,78,149,2
Ronnie Brewer,30,81,131.1428571,14
Ronnie Lester,14,75,113.1666667,6
Ronnie MacGilvray,,6,2,1
Ronnie Murphy,1,18,14,1
Ronnie Price,13,62,61.5,12
Ronnie Valentine,4,24,37,1
Ronny Turiaf,168,79,72.91666667,12
Rony Seikaly,124,79,299.7692308,13
Rory Sparrow,17,82,212.8333333,18
Rory White,20,80,131.375,8
Roshown McLeod,8,44,96.6,5
Rowland Garrett,13,70,86.22222222,9
Roy Hamilton,5,72,58,2
Roy Hibbert,206,81,245.6363636,11
Roy Hinson,173,82,322.9,10
Roy Marble,2,24,9,2
Roy Rogers,163,82,59.4,5
Roy Tarpley,86,81,242.8333333,6
Royal Ivey,7,75,54.75,12
Royce White,0,3,0,1
Ruben Boumtje-Boumtje,16,33,4.666666667,3
Ruben Garces,2,13,4.666666667,3
Ruben Nembhard,0,10,10.66666667,3
Ruben Patterson,45,81,250.4166667,12
Ruben Wolkowyski,18,34,13.5,2
Rudy Fernandez,14,78,185,4
Rudy Gay,79,81,420.2,15
Rudy Gobert,214,82,226.25,4
Rudy Hackett,1,6,2,3
Rudy LaRusso,,80,410.2,10
Rudy Macklin,20,79,130.6666667,3
Rudy Tomjanovich,66,81,511.8181818,11
Rudy White,5,46,25.57142857,7
Rumeal Robinson,24,81,103.1818182,11
Russ Lee,3,46,38.66666667,3
Russ Schoene,24,81,138,6
Russ Smith,1,15,5.75,4
Russell Cross,7,45,64,1
Russell Westbrook,34,82,582.1111111,9
Rusty LaRue,7,43,37.4,5
Ryan Anderson,38,81,280.5555556,9
Ryan Bowen,41,75,54.4,10
Ryan Gomes,22,82,236.375,8
Ryan Hollins,42,73,52,16
Ryan Humphrey,18,48,22.6,5
Ryan Kelly,45,59,81,4
Ryan Lorthridge,1,37,106,1
Ryan Reid,0,5,4,1
Ryan Robertson,0,1,2,1
Ryan Stack,11,25,15.5,2
Salah Mejri,61,73,68.5,2
Salim Stoudamire,5,61,148.6666667,3
Sam Bowie,203,79,212.7,10
Sam Cassell,20,82,286.6818182,22
Sam Dekker,21,77,101.5,2
Sam Jacobson,3,52,45.6,5
Sam Jones*,,80,522.5833333,12
Sam Lacey,184,82,289.5333333,15
Sam Mack,11,57,97.77777778,9
Sam Mitchell,57,82,247.6923077,13
Sam Pellom,92,77,59.33333333,6
Sam Perkins,94,82,309.4210526,19
Sam Ranzino,,39,30,1
Sam Sibert,,5,4,1
Sam Smith,7,30,58,2
Sam Stith,,32,59,1
Sam Vincent,20,72,152.5555556,9
Sam Williams,106,77,120.125,8
Sam Worthen,6,64,48.5,2
Sam Young,23,80,100.8333333,6
Samaki Walker,88,71,93.6,10
Samardo Samuels,20,54,79,3
Samuel Dalembert,192,82,216.1538462,13
Sarunas Jasikevicius,4,75,106.5,4
Sarunas Marciulionis*,10,75,224.4285714,7
Sasha Danilovic,9,56,144.75,4
Sasha Kaun,5,25,9,1
Sasha Pavlovic,17,79,84.53846154,13
Sasha Vujacic,7,82,109.5,12
Scooter McCray,19,47,27.66666667,3
Scot Pollard,97,80,78,11
Scott Brooks,7,82,113.25,12
Scott Burrell,44,80,106.9,10
Scott English,,29,36,1
Scott Haffner,2,43,48,2
Scott Haskin,15,27,21,1
Scott Hastings,42,76,45.92307692,13
Scott Lloyd,25,74,76.9,10
Scott Machado,0,6,3,1
Scott May,17,72,204.5714286,7
Scott Meents,4,26,13,2
Scott Padgett,24,82,69.5,10
Scott Roth,6,71,61.4,5
Scott Sims,0,12,10,1
Scott Skiles,6,82,229,10
Scott Wedman,46,82,368.4666667,15
Scott Williams,66,77,88.63157895,19
Scottie Pippen*,101,82,436.4705882,17
Scotty Hopson,0,2,0,1
Sean Colson,0,13,4,3
Sean Elliott,38,82,321,12
Sean Green,6,36,43.2,5
Sean Higgins,11,57,85.75,8
Sean Kilpatrick,6,70,111.6,5
Sean Lampley,3,35,34.5,2
Sean Marks,33,60,23.54545455,11
Sean May,24,37,81,4
Sean Rooks,81,82,119.25,16
Sean Singletary,0,37,20.66666667,3
Sean Williams,106,73,40.5,6
Sebastian Telfair,12,78,124.0714286,14
Sedale Threatt,19,82,242.7222222,18
Sedric Toney,1,64,28.22222222,9
Semaj Christon,6,64,77,1
Semih Erden,24,41,40.75,4
Serge Ibaka,242,82,350,10
Sergei Bazarevich,1,10,11,1
Sergei Monia,5,26,19.33333333,3
Sergey Karasev,2,40,32,3
Sergio Rodriguez,5,80,120.4285714,7
Seth Curry,7,70,73.66666667,6
Shabazz Muhammad,7,82,214,4
Shabazz Napier,4,55,76,3
Shaler Halimon,,81,131,6
Shammond Williams,6,78,90.09090909,11
Shandon Anderson,40,82,174.5,12
Shane Battier,114,82,214.0666667,15
Shane Edwards,0,2,1,1
Shane Heal,3,43,16.5,2
Shane Larkin,12,78,153.6666667,3
Shannon Brown,31,82,89.6,15
Shaquille O'Neal*,286,81,555.2857143,21
Shareef Abdur-Rahim,87,85,423.9285714,14
Sharone Wright,104,79,170.8333333,6
Sharrod Ford,1,3,2,1
Shaun Livingston,32,78,120.5,18
Shavlik Randolph,12,57,12,12
Shawn Bradley,288,82,219.125,16
Shawn Kemp,166,82,393.2142857,14
Shawn Long,9,18,61,1
Shawn Marion,137,81,403.55,20
Shawn Respert,4,62,63,8
Shawne Williams,51,65,85.66666667,9
Shawnelle Scott,8,41,19.5,4
Shayne Whittington,2,20,12,2
Shea Seals,0,4,1,1
Shelden Williams,39,81,71.25,12
Sheldon McClellan,2,30,30,1
Shellie McMillon,,78,207.6666667,6
Shelton Jones,15,51,46.5,4
Shelvin Mack,3,73,96.72727273,11
Sherell Ford,1,28,30,1
Sherman Douglas,11,81,237.3125,16
Sherron Collins,0,20,7,1
Sherwin Raiken,,6,3,1
Si Green,,76,170.7272727,11
Sid Catlett,,9,2,1
Sidney Green,50,82,168.9166667,12
Sidney Lowe,5,80,34.66666667,6
Sidney Moncrief,39,80,374.2727273,11
Sidney Wicks,80,82,504.6,10
Sim Bhullar,1,3,1,1
Skal Labissiere,13,33,117,1
Skeeter Henry,0,4,1,1
Skip Harlicka,,26,41,1
Skippy Whitaker,,3,1,1
Slater Martin*,,72,221.2307692,13
Slavko Vranes,0,1,0,1
Sleepy Floyd,41,82,299.6470588,17
Slick Leonard*,,73,224.8571429,7
Slick Watts,31,82,227.625,8
Sly Williams,18,68,188.8571429,7
Smush Parker,16,82,110,9
Solomon Alabi,9,14,8,2
Solomon Hill,32,82,136,4
Solomon Jones,42,63,32.5,10
Sonny Dove,,29,34.5,2
Sonny Hertzberg,,68,240.5,2
Sonny Parker,36,82,310.3333333,6
Sonny Weems,25,69,92.66666667,6
Soumaila Samake,14,34,14,2
Speedy Claxton,9,71,153.6666667,9
Spencer Dinwiddie,23,59,68,3
Spencer Hawes,113,82,213.4285714,14
Spencer Haywood*,108,78,456.0714286,14
Spud Webb,24,82,220.6428571,14
Stacey Arceneaux,,7,22,1
Stacey Augmon,47,82,184.8235294,17
Stacey King,58,82,102.3333333,12
Stan Brown,,15,22,1
Stan Kimbrough,0,10,4.5,2
Stan Love,20,74,159,4
Stan McKenzie,0,82,147.6666667,9
Stan Miasek,,68,158,5
Stan Patrick,,53,77.33333333,3
Stan Pietkiewicz,4,50,41.2,5
Stan Washington,0,1,0,1
Stanislav Medvedenko,18,71,84.28571429,7
Stanley Brundy,5,16,15,1
Stanley Jackson,0,17,17,1
Stanley Johnson,24,77,177,2
Stanley Roberts,141,77,132.375,8
Stefano Rusconi,2,7,3,1
Steffond Johnson,2,29,27,1
Stephane Lasme,22,16,21.33333333,3
Stephen Curry,20,80,573.625,8
Stephen Graham,10,70,44.33333333,9
Stephen Howard,12,49,29.5,6
Stephen Jackson,43,81,288.6,20
Stephen Thompson,3,19,9.333333333,3
Stephen Zimmerman,5,19,10,1
Stephon Marbury,20,82,396.7647059,17
Steve Alford,3,66,73.16666667,6
Steve Bardo,3,23,9.333333333,3
Steve Blake,8,82,137.8947368,19
Steve Bracey,5,75,162.3333333,3
Steve Bucknall,1,18,9,1
Steve Burtt,5,47,54.5,4
Steve Colter,14,81,138.9166667,12
Steve Courtin,,24,42,1
Steve Downing,0,24,10.5,2
Steve Francis,41,81,352.3636364,11
Steve Goodrich,2,12,4.5,2
Steve Green,12,70,93.66666667,3
Steve Hamer,4,35,30,1
Steve Hamilton,,67,69,2
Steve Harris,16,74,116.4285714,7
Steve Hawes,57,82,192.7857143,14
Steve Hayes,41,65,41,7
Steve Henson,1,68,36.28571429,7
Steve Johnson,89,81,227.9285714,14
Steve Jones,6,64,168,1
Steve Kerr,10,82,123.2352941,17
Steve Kuberski,13,82,126.2727273,11
Steve Lingenfelter,3,7,2.5,2
Steve Malovic,6,39,15.5,4
Steve Mix,37,82,222.7333333,15
Steve Nash,12,82,351.1666667,18
Steve Novak,9,81,48,17
Steve Patterson,58,81,108,7
Steve Scheffler,2,39,14.11111111,9
Steve Sheppard,3,64,47.75,4
Steve Smith,35,82,285.5,18
Steve Stipanovich,97,82,403,5
Steven Adams,89,81,236.25,4
Steven Hill,0,1,1,1
Steven Hunter,102,76,91.875,8
Steven Smith,0,8,2,1
Stevin Smith,0,8,6,1
Stewart Granger,1,56,41,3
Stojko Vrankovic,67,65,39.4,5
Stromile Swift,118,80,144,13
Stu Lantz,12,82,269.7,10
Stuart Gray,32,74,42.22222222,9
Sun Yue,1,10,3,1
Sundiata Gaines,2,57,37.33333333,6
Swede Halbrook,,79,153.5,2
Swen Nater,51,82,304,8
Sylvester Gray,25,55,167,1
Sylvester Norris,12,17,18,1
T.J. Ford,16,75,228.625,8
T.J. McConnell,10,81,227,2
T.J. Warren,39,66,245.6666667,3
T.R. Dunn,36,82,145,14
Taj Gibson,112,82,263.5,10
Tal Skinner,17,73,137,2
Tamar Slay,3,36,24.33333333,3
Tang Hamilton,0,9,10,1
Tarence Kinsey,1,50,62,3
Tarik Black,44,67,104.2,5
Tariq Abdul-Wahad,28,61,104.9,10
Tate Armstrong,0,66,79.5,2
Tate George,5,70,74.25,4
Taurean Green,0,17,4.666666667,3
Taurean Waller-Prince,27,59,114,1
Taylor Griffin,2,8,4,1
Tayshaun Prince,71,82,269.4210526,19
Ted Luckenbill,,67,34.5,2
Ted Manakas,0,5,4,1
Ted McClain,13,72,110.6,5
Tellis Frank,35,78,127.8,5
Terence Morris,27,68,69.66666667,3
Terence Stansbury,12,74,156,3
Terrance Roberson,0,3,0,1
Terrel Harris,3,22,9.25,4
Terrell Brandon,33,82,316.9230769,13
Terrence Jones,99,76,173.5714286,7
Terrence Rencher,2,36,22,3
Terrence Ross,33,82,247.8571429,7
Terrence Williams,10,78,70.625,8
Terry Catledge,25,79,322,8
Terry Crosby,0,4,2,1
Terry Cummings,81,82,412.25,20
Terry Davis,29,75,120.2,10
Terry Dehere,16,82,139.125,8
Terry Dischinger,,80,384.1111111,9
Terry Dozier,2,9,9,1
Terry Driscoll,16,69,77.57142857,7
Terry Duerod,11,67,88.83333333,6
Terry Furlow,30,78,232.75,8
Terry Mills,62,82,229.3076923,13
Terry Porter,18,82,319.2941176,17
Terry Rozier,11,74,90,2
Terry Teagle,34,82,259.1538462,13
Terry Thomas,2,28,28,1
Terry Tyler,220,82,348.2727273,11
Tex Ritter,,62,69.5,2
Thabo Sefolosha,46,82,141.6923077,13
Thaddeus Young,55,82,398.0833333,12
Thales McReynolds,,5,1,1
Thanasis Antetokounmpo,0,2,3,1
Tharon Mayes,2,24,20,3
Theo Ratliff,307,85,120.4166667,24
Theron Smith,5,33,30,2
Thomas Gardner,1,16,9,2
Thomas Hamilton,14,22,22,2
Thomas Jordan,5,4,18,1
Thomas Robinson,36,71,100.4444444,9
Thon Maker,26,57,83,1
Thurl Bailey,125,84,365.7857143,14
Tiago Splitter,64,81,153.2857143,7
Tibor Pleiss,2,12,11,1
Ticky Burden,1,61,74.5,2
Tierre Brown,3,76,50.5,4
Tim Bassett,53,82,97,6
Tim Breaux,8,54,36,3
Tim Duncan,237,82,541.3157895,19
Tim Frazier,6,65,56.71428571,7
Tim Hardaway,17,82,351.7619048,21
Tim James,5,30,8.666666667,3
Tim Kempton,14,79,39.58333333,12
Tim Legler,13,79,72.25,12
Tim McCormick,64,81,189.5,10
Tim Ohlbrecht,0,3,1,1
Tim Perry,116,81,134.4,10
Tim Quarterman,3,16,13,1
Tim Thomas,49,80,193.4090909,22
Tim Young,1,25,13,1
Timofey Mozgov,100,82,141.3636364,11
Timothe Luwawu-Cabarrot,10,69,145,1
Tiny Archibald*,18,82,453.7692308,13
Tito Horford,16,35,11,3
Tito Maddox,1,9,3,1
Tobias Harris,44,82,266.4,10
Toby Bailey,4,46,46,2
Toby Kimball,23,81,153.6666667,9
Toby Knight,86,82,400.5,4
Tod Murphy,60,82,57.42857143,7
Todd Day,63,82,233.5,10
Todd Fuller,20,75,63.4,5
Todd Lichti,13,79,94.125,8
Todd MacCulloch,89,63,142,4
Todd Mitchell,2,24,28.66666667,3
Todd Mundt,5,33,10.66666667,3
Togo Palazzi,,71,143.375,8
Tom Abernethy,22,73,107,7
Tom Barker,41,59,63.6,5
Tom Black,,71,80.66666667,3
Tom Boerwinkle,52,82,186.3,10
Tom Boswell,51,79,180.25,8
Tom Brennan,,11,5,1
Tom Burleson,153,82,224,7
Tom Chambers,57,82,461.125,16
Tom Copa,6,33,22,1
Tom Garrick,9,73,86,7
Tom Gola*,,77,277.25,12
Tom Gugliotta,96,81,220.55,20
Tom Hammonds,24,81,108.2142857,14
Tom Hawkins,,79,276.1,10
Tom Heinsohn*,,79,530.3333333,9
Tom Henderson,17,87,254.2727273,11
Tom Hoover,,59,42.66666667,3
Tom Hovasse,0,2,0,1
Tom Ingelsby,4,48,50,1
Tom Kozelko,7,73,55.66666667,3
Tom Kropp,1,53,40,2
Tom LaGarde,45,82,145,6
Tom Marshall,,72,67.66666667,6
Tom McMillen,32,82,207.2307692,13
Tom Meschery,,82,387.7,10
Tom Owens,58,82,314.4285714,7
Tom Patterson,0,23,10.5,2
Tom Payne,,29,45,1
Tom Piotrowski,3,18,12,1
Tom Riker,5,51,25.33333333,3
Tom Sanders*,,82,262.7692308,13
Tom Scheffler,11,39,21,1
Tom Sewell,1,21,9,1
Tom Sluby,0,31,30,1
Tom Stith,,25,37,1
Tom Thacker,,65,76.75,4
Tom Tolbert,38,72,108.1428571,7
Tom Van,7,82,375.2222222,18
Tom Workman,,21,12,5
Tomas Satoransky,6,57,61,1
Tommie Green,6,59,92,1
Tommy Byrnes,,53,56.4,5
Tommy Kearns,,1,1,1
Tommy Kron,,76,150,3
Tommy O'Keefe,,6,6.666666667,3
Toney Douglas,5,81,112.8333333,12
Toni Kukoc,37,81,247.3529412,17
Tony Allen,44,79,195.6923077,13
Tony Battie,81,82,144.5625,16
Tony Bennett,1,75,73.66666667,3
Tony Bobbitt,0,2,2,1
Tony Brown,14,82,80.15384615,13
Tony Campbell,48,82,262.0769231,13
Tony Dawson,0,4,3.5,2
Tony Delk,17,82,155.3125,16
Tony Dumas,13,67,73.66666667,6
Tony Farmer,16,74,72,2
Tony Fuller,1,15,24,1
Tony Harris,0,6,5.333333333,3
Tony Jackson,0,2,1,1
Tony Jaros,,63,86,2
Tony Lavelli,,56,97,2
Tony Massenburg,58,80,98,19
Tony Mitchell,3,21,4,2
Tony Parker,11,82,461.625,16
Tony Price,1,5,2,1
Tony Robertson,5,63,91.5,2
Tony Smith,19,73,103,11
Tony Snell,17,80,165,4
Tony White,2,49,55.5,4
Tony Windis,,9,16,1
Tony Wroten,16,72,143.75,4
Tony Zeno,3,8,6,1
Torgeir Bryn,1,3,0,1
Tornike Shengelia,1,26,9,4
Torraye Braggs,2,15,8.75,4
Toure' Murry,1,51,15,4
Tracy Jackson,11,78,71.6,5
Tracy McGrady,151,79,400,17
Tracy Moore,4,42,59.6,5
Tracy Murray,40,82,148.125,16
Trajan Langdon,9,65,73.33333333,3
Travis Best,11,82,185.8333333,12
Travis Diener,5,66,42.85714286,7
Travis Grant,0,33,26,2
Travis Hansen,9,41,46,1
Travis Knight,82,74,74.57142857,7
Travis Leslie,2,10,5,1
Travis Mays,11,64,143,3
Travis Outlaw,74,82,161.8461538,13
Travis Wear,11,51,84,1
Travis Williams,5,39,31,2
Tree Rollins,343,82,144,18
Tremaine Fowlkes,3,37,26.25,4
Trent Tucker,15,81,235.8181818,11
Trenton Hassell,61,82,146,11
Treveon Graham,1,27,19,1
Trevor Ariza,40,82,203.5882353,17
Trevor Booker,45,79,195.8571429,7
Trevor Ruffin,2,61,173.5,2
Trevor Wilson,11,57,70.5,6
Trevor Winter,0,1,0,1
Trey Burke,15,76,272.25,4
Trey Gilder,0,2,1,1
Trey Johnson,1,11,6.4,5
Trey Lyles,20,80,175,2
Trey Thompkins,3,24,24,1
Tristan Thompson,84,82,287.1666667,6
Troy Bell,0,6,4,1
Troy Daniels,4,67,58.71428571,7
Troy Hudson,7,81,155.8181818,11
Troy Murphy,42,82,197.25,16
Troy Williams,10,30,48.66666667,3
Truck Robinson,107,82,397.0666667,15
Ty Lawson,10,80,263.5,10
Tyler Ennis,5,53,52.57142857,7
Tyler Hansbrough,19,81,135.2857143,7
Tyler Honeycutt,3,15,5.5,2
Tyler Johnson,44,73,181.6666667,3
Tyler Ulis,5,61,184,1
Tyler Zeller,70,82,191.4,5
Tyreke Evans,37,79,303.7,10
Tyrone Britt,,11,13,1
Tyrone Corbin,53,84,199.5416667,24
Tyrone Hill,43,82,171.3888889,18
Tyrone Nesby,31,73,184.5,6
Tyronn Lue,5,76,132,17
Tyrus Thomas,151,79,134.1,10
Tyshawn Taylor,1,38,31.5,2
Tyson Chandler,141,80,210.125,16
Tyson Wheeler,0,1,1,1
Tyus Edney,3,80,145.75,4
Tyus Jones,5,60,65.5,2
Udonis Haslem,41,81,187.5,14
Uros Slokar,2,20,14,1
Uwe Blab,29,73,32,7
Vander Blue,0,3,5.5,2
Vassilis Spanoulis,1,31,23,1
Vern Fleming,18,82,330.3333333,12
Vern Gardner,,63,171.3333333,3
Vern Hatton,,67,105.6666667,6
Vern Mikkelsen*,,72,354.7,10
Vernon Macklin,4,23,19,1
Vernon Maxwell,28,82,230.6842105,19
Vester Marshall,3,13,7,1
Viacheslav Kravtsov,9,25,20.5,2
Vic Bartolome,,38,15,1
Victor Alexander,62,80,220.2,5
Victor Claver,12,49,33.33333333,3
Victor Oladipo,54,80,425.5,4
Viktor Khryapa,29,69,62.75,4
Vin Baker,116,82,289,17
Vince Boryla,,66,237.4,5
Vince Carter,92,82,433.0869565,23
Vince Taylor,2,31,37,1
Vincent Askew,23,80,103.4285714,14
Vincent Yarbrough,33,59,168,1
Vincenzo Esposito,0,30,36,1
Vinnie Johnson,49,82,339.9333333,15
Vinny Del,14,82,212.0714286,14
Vitaly Potapenko,36,82,125.3333333,15
Vitor Faverani,27,37,64,1
Vlade Divac,180,82,325.3125,16
Vladimir Radmanovic,44,78,150.5,18
Vladimir Stepania,44,79,75.83333333,6
Voise Winters,0,4,3,1
Von Wafer,8,63,50.875,8
Vonteego Cummings,14,75,173.6666667,3
Voshon Lenard,25,81,193.7692308,13
Wade Baldwin,7,33,36,1
Wah Wah,,60,173.6666667,3
Wali Jones,0,81,208.4166667,12
Walker Russell,5,68,30.28571429,7
Wallace Bryant,24,56,29.8,5
Wally Anderzunas,,44,65,1
Wally Osterkorn,,70,113.25,4
Wally Rank,1,25,21,1
Wally Szczerbiak,33,82,306.4285714,14
Wally Walker,28,82,192.4,10
Walt Bellamy*,48,88,476.15,20
Walt Budko,,66,153.3333333,3
Walt Davis,,70,101.1428571,7
Walt Frazier*,15,80,471.5384615,13
Walt Gilmore,,27,23,1
Walt Hazzard,6,82,308.6666667,12
Walt Kirk,,58,55.5,4
Walt Lautenbach,,55,100,1
Walt Wesley,20,82,151.5,14
Walt Williams,63,77,236.4666667,15
Walter Berry,63,73,266,7
Walter Bond,18,74,73.6,5
Walter Davis,26,81,501.2352941,17
Walter Dukes,,77,239,8
Walter Herrmann,7,59,73.6,5
Walter Jordan,5,30,29,1
Walter McCarty,44,82,98.91666667,12
Walter Palmer,5,28,21,2
Walter Sharpe,2,8,4,1
Walter Tavares,6,11,11,1
Wang Zhizhi,18,55,32.85714286,7
Wardell Jackson,5,56,96,1
Warren Kidd,23,68,100,1
Warren Perkins,,66,131.5,2
Wayman Britt,0,7,3,1
Wayman Tisdale,79,81,419.2857143,14
Wayne Cooper,227,81,231.5714286,14
Wayne Ellington,10,78,168.2,10
Wayne Embry*,,80,363,11
Wayne Englestad,0,11,11,1
Wayne Hightower,,79,158.8888889,9
Wayne Kreklow,1,25,11,1
Wayne Molis,,13,19,1
Wayne Radford,1,52,83,1
Wayne Robinson,24,81,234,1
Wayne Sappleton,4,33,41,1
Wayne See,,61,113,1
Wayne Selden,1,14,16.66666667,3
Wayne Simien,1,43,33.5,2
Wayne Stevens,,8,3,1
Wayne Turner,0,3,1,1
Wayne Yates,,37,31,1
Wes Matthews,32,79,146.8461538,13
Wes Unseld*,68,82,336.0769231,13
Wesley Cox,10,43,61,2
Wesley Johnson,77,80,204.8571429,7
Wesley Matthews,18,82,353.125,8
Wesley Person,49,82,210.0625,16
Whitey Bell,,31,38.5,2
Whitey Martin,,66,95,1
Whitey Skoog,,72,194,6
Whitey Von,,59,80,3
Wil Jones,80,80,332,2
Wilbur Holland,16,82,402,4
Wiley Peck,23,52,73,1
Will Barton,39,82,171.8571429,7
Will Blalock,0,14,9,1
Will Bynum,7,65,139.625,8
Will Cherry,1,8,5,1
Will Conroy,0,7,0.6,5
Will Frazier,,2,0,1
Will Perdue,102,80,116.6923077,13
Will Solomon,7,62,80.75,4
William Avery,4,59,45.66666667,3
William Bedford,37,60,67.5,6
William Cunningham,11,16,2.333333333,6
William Smith,,22,40.5,2
Willie Anderson,62,82,281.0909091,11
Willie Burton,37,76,136.25,8
Willie Cauley-Stein,66,75,223,2
Willie Green,22,81,201.4166667,12
Willie Jones,,79,169.2,5
Willie McCarter,,76,160.6666667,3
Willie Naulls,,79,370.6428571,14
Willie Norwood,9,79,143.5555556,9
Willie Reed,47,71,119,2
Willie Smith,1,62,36,4
Willie Somerset,,8,18,1
Willie Warren,0,19,13,1
Willie White,2,43,63,2
Willie Williams,,25,6.666666667,3
Willie Wise,18,75,118.5,2
Willis Reed*,21,82,485.9,10
